year,county,hospital,oshpd_id,performance_measure,risk_adjusted_rate,#_of_adverse_events,#_of_cases,hospital_rating
2014,kern,bakersfield heart hospital,106154101,30-day mortality,18.6,11.0,71.0,as expected
2011,kern,bakersfield memorial hospital,106150722,30-day readmission,12.29,36.0,282.0,as expected
2011,kern,bakersfield memorial hospital,106150722,30-day mortality,14.09,34.0,298.0,as expected
2012,kern,bakersfield memorial hospital,106150722,30-day mortality,14.13,36.0,326.0,as expected
2012,kern,bakersfield memorial hospital,106150722,30-day readmission,13.61,43.0,310.0,as expected
2013,kern,bakersfield memorial hospital,106150722,30-day mortality,12.27,361.0,36.0,as expected
2013,kern,bakersfield memorial hospital,106150722,30-day readmission,12.77,330.0,41.0,as expected
2014,kern,bakersfield memorial hospital,106150722,30-day readmission,9.67,28.0,310.0,as expected
2014,kern,bakersfield memorial hospital,106150722,30-day mortality,11.82,28.0,327.0,as expected
2011,kern,delano regional medical center,106150706,30-day readmission,19.71,6.0,30.0,as expected
2011,kern,delano regional medical center,106150706,30-day mortality,16.07,6.0,34.0,as expected
2011,kern,kern medical center,106150736,30-day readmission,6.76,3.0,51.0,as expected
2011,kern,kern medical center,106150736,30-day mortality,10.42,1.0,51.0,as expected
2012,kern,kern medical center,106150736,30-day readmission,8.76,3.0,40.0,as expected
2012,kern,kern medical center,106150736,30-day mortality,0.0,0.0,40.0,as expected
2013,kern,kern medical center,106150736,30-day mortality,0.0,50.0,0.0,as expected
2013,kern,kern medical center,106150736,30-day readmission,9.6,50.0,5.0,as expected
2014,kern,kern medical center,106150736,30-day readmission,8.63,4.0,45.0,as expected
2014,kern,kern medical center,106150736,30-day mortality,13.42,2.0,47.0,as expected
2011,kern,mercy hospital â bakersfield,106150761,30-day readmission,16.03,25.0,166.0,as expected
2011,kern,mercy hospital â bakersfield,106150761,30-day mortality,15.48,27.0,180.0,as expected
2012,kern,mercy hospital â bakersfield,106150761,30-day readmission,15.48,28.0,195.0,as expected
2012,kern,mercy hospital â bakersfield,106150761,30-day mortality,12.23,26.0,208.0,as expected
2013,kern,mercy hospital â bakersfield,106150761,30-day readmission,15.45,231.0,33.0,as expected
2013,kern,mercy hospital â bakersfield,106150761,30-day mortality,9.33,251.0,22.0,as expected
2014,kern,mercy hospital â bakersfield,106150761,30-day mortality,10.21,16.0,189.0,as expected
2014,kern,mercy hospital â bakersfield,106150761,30-day readmission,11.27,18.0,179.0,as expected
2011,kern,ridgecrest regional hospital,106150782,30-day readmission,7.19,2.0,32.0,as expected
2011,kern,ridgecrest regional hospital,106150782,30-day mortality,24.57,9.0,36.0,worse
2012,kern,ridgecrest regional hospital,106150782,30-day readmission,,,,
2012,kern,ridgecrest regional hospital,106150782,30-day mortality,15.01,5.0,30.0,as expected
2013,kern,ridgecrest regional hospital,106150782,30-day mortality,17.88,34.0,8.0,as expected
2013,kern,ridgecrest regional hospital,106150782,30-day readmission,,,,
2014,kern,ridgecrest regional hospital,106150782,30-day mortality,22.56,10.0,39.0,worse
2014,kern,ridgecrest regional hospital,106150782,30-day readmission,6.81,2.0,36.0,as expected
2011,kern,san joaquin community hospital,106150788,30-day readmission,13.32,81.0,643.0,as expected
2011,kern,san joaquin community hospital,106150788,30-day mortality,14.77,76.0,672.0,worse
2012,kern,san joaquin community hospital,106150788,30-day mortality,12.78,70.0,694.0,as expected
2012,kern,san joaquin community hospital,106150788,30-day readmission,14.0,89.0,669.0,as expected
2013,kern,san joaquin community hospital,106150788,30-day readmission,12.32,560.0,67.0,as expected
2013,kern,san joaquin community hospital,106150788,30-day mortality,14.08,606.0,70.0,worse
2014,kern,san joaquin community hospital,106150788,30-day mortality,15.39,63.0,506.0,worse
2014,kern,san joaquin community hospital,106150788,30-day readmission,11.13,53.0,482.0,as expected
2011,kings,adventist medical center,106164029,30-day readmission,13.27,28.0,198.0,as expected
2011,kings,adventist medical center,106164029,30-day mortality,11.07,24.0,216.0,as expected
2012,kings,adventist medical center,106164029,30-day readmission,11.21,22.0,199.0,as expected
2012,kings,adventist medical center,106164029,30-day mortality,12.42,23.0,211.0,as expected
2013,kings,adventist medical center,106164029,30-day mortality,12.58,248.0,22.0,as expected
2013,kings,adventist medical center,106164029,30-day readmission,9.59,229.0,21.0,as expected
2014,kings,adventist medical center,106164029,30-day readmission,10.23,24.0,245.0,as expected
2014,kings,adventist medical center,106164029,30-day mortality,11.15,22.0,260.0,as expected
2011,lake,sutter lakeside hospital,106171395,30-day readmission,3.27,2.0,56.0,better
2011,lake,sutter lakeside hospital,106171395,30-day mortality,12.24,10.0,57.0,as expected
2012,lake,sutter lakeside hospital,106171395,30-day readmission,7.43,4.0,55.0,as expected
2012,lake,sutter lakeside hospital,106171395,30-day mortality,11.96,9.0,56.0,as expected
2013,lake,sutter lakeside hospital,106171395,30-day readmission,7.22,58.0,4.0,as expected
2013,lake,sutter lakeside hospital,106171395,30-day mortality,9.93,63.0,7.0,as expected
2014,lake,sutter lakeside hospital,106171395,30-day readmission,7.55,3.0,43.0,as expected
2014,lake,sutter lakeside hospital,106171395,30-day mortality,16.49,8.0,48.0,as expected
2011,los angeles,alhambra hospital,106190017,30-day readmission,10.4,12.0,96.0,as expected
2011,los angeles,alhambra hospital,106190017,30-day mortality,4.63,5.0,100.0,as expected
2012,los angeles,alhambra hospital,106190017,30-day readmission,8.23,9.0,97.0,as expected
2012,los angeles,alhambra hospital,106190017,30-day mortality,7.53,8.0,101.0,as expected
2013,los angeles,alhambra hospital,106190017,30-day readmission,11.2,104.0,13.0,as expected
2013,los angeles,alhambra hospital,106190017,30-day mortality,6.85,110.0,7.0,as expected
2014,los angeles,alhambra hospital,106190017,30-day mortality,5.61,4.0,96.0,as expected
2014,los angeles,alhambra hospital,106190017,30-day readmission,17.57,17.0,94.0,as expected
2011,los angeles,antelope valley hospital,106190034,30-day readmission,14.61,61.0,414.0,as expected
2011,los angeles,antelope valley hospital,106190034,30-day mortality,12.32,41.0,431.0,as expected
2012,los angeles,antelope valley hospital,106190034,30-day readmission,13.3,57.0,434.0,as expected
2012,los angeles,antelope valley hospital,106190034,30-day mortality,12.61,47.0,460.0,as expected
2013,los angeles,antelope valley hospital,106190034,30-day readmission,15.25,400.0,60.0,as expected
2013,los angeles,antelope valley hospital,106190034,30-day mortality,15.8,438.0,56.0,worse
2014,los angeles,antelope valley hospital,106190034,30-day readmission,16.56,62.0,386.0,worse
2014,los angeles,antelope valley hospital,106190034,30-day mortality,19.14,58.0,413.0,worse
2011,los angeles,beverly hospital,106190081,30-day mortality,13.65,19.0,159.0,as expected
2011,los angeles,beverly hospital,106190081,30-day readmission,12.6,20.0,146.0,as expected
2012,los angeles,beverly hospital,106190081,30-day readmission,15.6,27.0,148.0,as expected
2012,los angeles,beverly hospital,106190081,30-day mortality,11.52,19.0,161.0,as expected
2013,los angeles,beverly hospital,106190081,30-day readmission,12.64,143.0,20.0,as expected
2013,los angeles,beverly hospital,106190081,30-day mortality,9.88,154.0,14.0,as expected
2014,los angeles,beverly hospital,106190081,30-day readmission,9.8,12.0,115.0,as expected
2014,los angeles,beverly hospital,106190081,30-day mortality,10.2,12.0,124.0,as expected
2011,los angeles,brotman medical center,10619011,30-day readmission,18.84,30.0,136.0,as expected
2011,los angeles,brotman medical center,10619011,30-day mortality,7.07,8.0,142.0,as expected
2012,los angeles,brotman medical center,10619011,30-day readmission,18.62,21.0,103.0,as expected
2012,los angeles,brotman medical center,10619011,30-day mortality,5.22,4.0,108.0,as expected
2013,los angeles,brotman medical center,10619011,30-day readmission,16.57,96.0,18.0,as expected
2013,los angeles,brotman medical center,10619011,30-day mortality,2.51,101.0,2.0,better
2014,los angeles,brotman medical center,10619011,30-day mortality,4.7,4.0,111.0,as expected
2014,los angeles,brotman medical center,10619011,30-day readmission,18.21,22.0,109.0,as expected
2011,los angeles,california hospital medical center â los angeles,106190125,30-day readmission,14.06,27.0,182.0,as expected
2011,los angeles,california hospital medical center â los angeles,106190125,30-day mortality,7.91,9.0,188.0,as expected
2012,los angeles,california hospital medical center â los angeles,106190125,30-day mortality,9.58,13.0,252.0,as expected
2012,los angeles,california hospital medical center â los angeles,106190125,30-day readmission,13.87,35.0,243.0,as expected
2013,los angeles,california hospital medical center â los angeles,106190125,30-day readmission,13.53,318.0,44.0,as expected
2013,los angeles,california hospital medical center â los angeles,106190125,30-day mortality,13.03,345.0,24.0,as expected
2014,los angeles,california hospital medical center â los angeles,106190125,30-day mortality,10.86,19.0,331.0,as expected
2014,los angeles,california hospital medical center â los angeles,106190125,30-day readmission,14.66,46.0,318.0,as expected
2011,los angeles,cedars sinai medical center,106190555,30-day readmission,15.8,124.0,741.0,worse
2011,los angeles,cedars sinai medical center,106190555,30-day mortality,6.11,56.0,773.0,better
2012,los angeles,cedars sinai medical center,106190555,30-day readmission,16.28,122.0,727.0,worse
2012,los angeles,cedars sinai medical center,106190555,30-day mortality,6.51,56.0,759.0,better
2013,los angeles,cedars sinai medical center,106190555,30-day mortality,6.84,782.0,60.0,better
2013,los angeles,cedars sinai medical center,106190555,30-day readmission,14.55,718.0,110.0,as expected
2014,los angeles,cedars sinai medical center,106190555,30-day mortality,5.41,47.0,707.0,better
2014,los angeles,cedars sinai medical center,106190555,30-day readmission,12.54,92.0,678.0,as expected
2011,los angeles,centinela hospital medical center,106190148,30-day readmission,16.59,102.0,488.0,worse
2011,los angeles,centinela hospital medical center,106190148,30-day mortality,7.28,20.0,503.0,as expected
2012,los angeles,centinela hospital medical center,106190148,30-day readmission,16.65,85.0,406.0,worse
2012,los angeles,centinela hospital medical center,106190148,30-day mortality,6.65,15.0,414.0,as expected
2013,los angeles,centinela hospital medical center,106190148,30-day readmission,14.76,410.0,76.0,as expected
2013,los angeles,centinela hospital medical center,106190148,30-day mortality,5.82,428.0,14.0,as expected
2014,los angeles,centinela hospital medical center,106190148,30-day readmission,15.36,75.0,381.0,worse
2014,los angeles,centinela hospital medical center,106190148,30-day mortality,8.82,20.0,390.0,as expected
2011,los angeles,citrus valley medical center â inter community campus,106190413,30-day readmission,15.1,26.0,174.0,as expected
2011,los angeles,citrus valley medical center â inter community campus,106190413,30-day mortality,7.48,13.0,177.0,as expected
2012,los angeles,citrus valley medical center â inter community campus,106190413,30-day readmission,14.59,23.0,157.0,as expected
2012,los angeles,citrus valley medical center â inter community campus,106190413,30-day mortality,5.4,7.0,158.0,as expected
2013,los angeles,citrus valley medical center â inter community campus,106190413,30-day mortality,8.43,146.0,10.0,as expected
2013,los angeles,citrus valley medical center â inter community campus,106190413,30-day readmission,14.44,137.0,20.0,as expected
2014,los angeles,citrus valley medical center â inter community campus,106190413,30-day readmission,14.34,14.0,102.0,as expected
2014,los angeles,citrus valley medical center â inter community campus,106190413,30-day mortality,9.0,10.0,107.0,as expected
2011,los angeles,citrus valley medical center â queen of the valley campus,106190636,30-day readmission,12.32,27.0,223.0,as expected
2011,los angeles,citrus valley medical center â queen of the valley campus,106190636,30-day mortality,11.33,22.0,234.0,as expected
2012,los angeles,citrus valley medical center â queen of the valley campus,106190636,30-day mortality,9.46,25.0,305.0,as expected
2012,los angeles,citrus valley medical center â queen of the valley campus,106190636,30-day readmission,15.04,43.0,296.0,as expected
2013,los angeles,citrus valley medical center â queen of the valley campus,106190636,30-day mortality,8.25,370.0,25.0,as expected
2013,los angeles,citrus valley medical center â queen of the valley campus,106190636,30-day readmission,13.87,353.0,46.0,as expected
2014,los angeles,citrus valley medical center â queen of the valley campus,106190636,30-day readmission,12.99,39.0,320.0,as expected
